Country or Area,Year,Unit,Quantity
Guadeloupe,1995,"Kilowatt-hours, million",15
Guadeloupe,1994,"Kilowatt-hours, million",15
Guadeloupe,1993,"Kilowatt-hours, million",15
Guadeloupe,1992,"Kilowatt-hours, million",15
Guadeloupe,1991,"Kilowatt-hours, million",15
Guadeloupe,1990,"Kilowatt-hours, million",15
Guadeloupe,2010,"Kilowatt-hours, million",14.6
Guadeloupe,2009,"Kilowatt-hours, million",49.5
Guadeloupe,2008,"Kilowatt-hours, million",89.3
Guadeloupe,2007,"Kilowatt-hours, million",94.7
Guadeloupe,2006,"Kilowatt-hours, million",78.1
Guadeloupe,2005,"Kilowatt-hours, million",95.3
Guadeloupe,2004,"Kilowatt-hours, million",29.2
Guadeloupe,2003,"Kilowatt-hours, million",23.1
Guadeloupe,2002,"Kilowatt-hours, million",16.9
Guadeloupe,2001,"Kilowatt-hours, million",19.6
Guadeloupe,2000,"Kilowatt-hours, million",21.4
Guadeloupe,1999,"Kilowatt-hours, million",20.1
Guadeloupe,1998,"Kilowatt-hours, million",23.2
Guadeloupe,1997,"Kilowatt-hours, million",0
Guadeloupe,1996,"Kilowatt-hours, million",6.8
Guadeloupe,1995,"Kilowatt-hours, million",15
Guadeloupe,1994,"Kilowatt-hours, million",15
Guadeloupe,1993,"Kilowatt-hours, million",15
Guadeloupe,1992,"Kilowatt-hours, million",15
Guadeloupe,1991,"Kilowatt-hours, million",15
Guadeloupe,1990,"Kilowatt-hours, million",15
Guatemala,2020,"Kilowatt-hours, million",326
Guatemala,2019,"Kilowatt-hours, million",312
Guatemala,2018,"Kilowatt-hours, million",249.75
Guatemala,2017,"Kilowatt-hours, million",253.05
Guatemala,2016,"Kilowatt-hours, million",289.14
Guatemala,2015,"Kilowatt-hours, million",251.53
Guatemala,2014,"Kilowatt-hours, million",246.6
Guatemala,2013,"Kilowatt-hours, million",212.35
Guatemala,2012,"Kilowatt-hours, million",245.63
Guatemala,2011,"Kilowatt-hours, million",246
Guatemala,2010,"Kilowatt-hours, million",271
Guatemala,2009,"Kilowatt-hours, million",387
Guatemala,2008,"Kilowatt-hours, million",294
Guatemala,2007,"Kilowatt-hours, million",263
Guatemala,2006,"Kilowatt-hours, million",163
Guatemala,2005,"Kilowatt-hours, million",146
Honduras,2020,"Kilowatt-hours, million",307
Honduras,2019,"Kilowatt-hours, million",295.9
Honduras,2018,"Kilowatt-hours, million",297.1
Honduras,2017,"Kilowatt-hours, million",92.6
Hungary,2019,"Kilowatt-hours, million",18
Hungary,2018,"Kilowatt-hours, million",12
Hungary,2017,"Kilowatt-hours, million",1
Iceland,2019,"Kilowatt-hours, million",6018.138
Iceland,2018,"Kilowatt-hours, million",6009.834
Iceland,2017,"Kilowatt-hours, million",5169.599
Iceland,2016,"Kilowatt-hours, million",5068
Iceland,2015,"Kilowatt-hours, million",5003
Iceland,2014,"Kilowatt-hours, million",5239
Iceland,2013,"Kilowatt-hours, million",5245
Iceland,2012,"Kilowatt-hours, million",5209
Iceland,2011,"Kilowatt-hours, million",4702
Iceland,2010,"Kilowatt-hours, million",4465
Iceland,2009,"Kilowatt-hours, million",4553
Iceland,2008,"Kilowatt-hours, million",4038
Iceland,2007,"Kilowatt-hours, million",3579
Iceland,2006,"Kilowatt-hours, million",2631
Iceland,2005,"Kilowatt-hours, million",1658
Iceland,2004,"Kilowatt-hours, million",1483
Iceland,2003,"Kilowatt-hours, million",1406
Iceland,2002,"Kilowatt-hours, million",1433
Iceland,2001,"Kilowatt-hours, million",1451
Iceland,2000,"Kilowatt-hours, million",1323
Iceland,1999,"Kilowatt-hours, million",1136
Iceland,1998,"Kilowatt-hours, million",655
Iceland,1997,"Kilowatt-hours, million",375
Iceland,1996,"Kilowatt-hours, million",346
Iceland,1995,"Kilowatt-hours, million",290
Iceland,1994,"Kilowatt-hours, million",260
Iceland,1993,"Kilowatt-hours, million",256
Iceland,1992,"Kilowatt-hours, million",230
Iceland,1991,"Kilowatt-hours, million",283
Iceland,1990,"Kilowatt-hours, million",300
Indonesia,2019,"Kilowatt-hours, million",12671.78
Indonesia,2018,"Kilowatt-hours, million",12804
Indonesia,2017,"Kilowatt-hours, million",12763.9
Indonesia,2016,"Kilowatt-hours, million",10656
Indonesia,2015,"Kilowatt-hours, million",8590.55
Indonesia,2014,"Kilowatt-hours, million",15749
Indonesia,2013,"Kilowatt-hours, million",13492
Indonesia,2012,"Kilowatt-hours, million",9417
Indonesia,2011,"Kilowatt-hours, million",9371
Indonesia,2010,"Kilowatt-hours, million",9357
Indonesia,2009,"Kilowatt-hours, million",9295
Indonesia,2008,"Kilowatt-hours, million",8297
Indonesia,2007,"Kilowatt-hours, million",7021
Indonesia,2006,"Kilowatt-hours, million",6658
Indonesia,2005,"Kilowatt-hours, million",6604
Indonesia,2004,"Kilowatt-hours, million",6651
Indonesia,2003,"Kilowatt-hours, million",6315
Indonesia,2002,"Kilowatt-hours, million",6238
Indonesia,2001,"Kilowatt-hours, million",6031
Indonesia,2000,"Kilowatt-hours, million",2649
Indonesia,1999,"Kilowatt-hours, million",2728
Indonesia,1998,"Kilowatt-hours, million",2593
Indonesia,1997,"Kilowatt-hours, million",2439
Indonesia,1996,"Kilowatt-hours, million",2210
Indonesia,1995,"Kilowatt-hours, million",2210
Indonesia,1994,"Kilowatt-hours, million",1601
Indonesia,1993,"Kilowatt-hours, million",1087
Indonesia,1992,"Kilowatt-hours, million",1025
Indonesia,1991,"Kilowatt-hours, million",1102
Indonesia,1990,"Kilowatt-hours, million",1125
Italy,2019,"Kilowatt-hours, million",6074.86
Italy,2018,"Kilowatt-hours, million",6105.39
Italy,2017,"Kilowatt-hours, million",6201.159
Italy,2016,"Kilowatt-hours, million",6289
Italy,2015,"Kilowatt-hours, million",6185
Italy,2014,"Kilowatt-hours, million",5916
Italy,2013,"Kilowatt-hours, million",5659
Italy,2012,"Kilowatt-hours, million",5592
Italy,2011,"Kilowatt-hours, million",5654
Italy,2010,"Kilowatt-hours, million",5376
Italy,2009,"Kilowatt-hours, million",5342
Italy,2008,"Kilowatt-hours, million",5520
Italy,2007,"Kilowatt-hours, million",5569
Italy,2006,"Kilowatt-hours, million",5527
Italy,2005,"Kilowatt-hours, million",5324
Italy,2004,"Kilowatt-hours, million",5437
Italy,2003,"Kilowatt-hours, million",5341
Italy,2002,"Kilowatt-hours, million",4662
Italy,2001,"Kilowatt-hours, million",4507
Italy,2000,"Kilowatt-hours, million",4705
Italy,1999,"Kilowatt-hours, million",4403
Italy,1998,"Kilowatt-hours, million",4214
Italy,1997,"Kilowatt-hours, million",3905
Italy,1996,"Kilowatt-hours, million",3762
Italy,1995,"Kilowatt-hours, million",3436
Italy,1994,"Kilowatt-hours, million",3417
Italy,1993,"Kilowatt-hours, million",3667
Italy,1992,"Kilowatt-hours, million",3459
Italy,1991,"Kilowatt-hours, million",3182
Italy,1990,"Kilowatt-hours, million",3222
Japan,2019,"Kilowatt-hours, million",2830.026
Japan,2018,"Kilowatt-hours, million",2524.188
Japan,2017,"Kilowatt-hours, million",2457.052
Japan,2016,"Kilowatt-hours, million",2501
Japan,2015,"Kilowatt-hours, million",2595
Japan,2014,"Kilowatt-hours, million",2620
Japan,2013,"Kilowatt-hours, million",2603
Japan,2012,"Kilowatt-hours, million",2609
Japan,2011,"Kilowatt-hours, million",2676
Japan,2010,"Kilowatt-hours, million",2632
Japan,2009,"Kilowatt-hours, million",2886
Japan,2008,"Kilowatt-hours, million",2750
Japan,2007,"Kilowatt-hours, million",3043
Japan,2006,"Kilowatt-hours, million",3081
Japan,2005,"Kilowatt-hours, million",3226
Japan,2004,"Kilowatt-hours, million",3374
Japan,2003,"Kilowatt-hours, million",3484
Japan,2002,"Kilowatt-hours, million",3374
Japan,2001,"Kilowatt-hours, million",3432
Japan,2000,"Kilowatt-hours, million",3348
Japan,1999,"Kilowatt-hours, million",3451
Japan,1998,"Kilowatt-hours, million",3531
Japan,1997,"Kilowatt-hours, million",3756
Japan,1996,"Kilowatt-hours, million",3673
Japan,1995,"Kilowatt-hours, million",3173
Japan,1994,"Kilowatt-hours, million",2064
Japan,1993,"Kilowatt-hours, million",1777
Japan,1992,"Kilowatt-hours, million",1787
Japan,1991,"Kilowatt-hours, million",1773
Japan,1990,"Kilowatt-hours, million",1741
Kenya,2020,"Kilowatt-hours, million",5059.8
Kenya,2019,"Kilowatt-hours, million",5234.7
Kenya,2018,"Kilowatt-hours, million",5127.8
Kenya,2017,"Kilowatt-hours, million",4756.3
Kenya,2016,"Kilowatt-hours, million",4484.2
Kenya,2015,"Kilowatt-hours, million",4520.7
Kenya,2014,"Kilowatt-hours, million",2917.4
Kenya,2013,"Kilowatt-hours, million",1780.9
Kenya,2012,"Kilowatt-hours, million",1515.9
Kenya,2011,"Kilowatt-hours, million",1443.7
Kenya,2010,"Kilowatt-hours, million",1442
Kenya,2009,"Kilowatt-hours, million",1293
Kenya,2008,"Kilowatt-hours, million",1039
Kenya,2007,"Kilowatt-hours, million",988.9
Kenya,2006,"Kilowatt-hours, million",1045.7
Kenya,2005,"Kilowatt-hours, million",1001.6
Kenya,2004,"Kilowatt-hours, million",986.6
Kenya,2003,"Kilowatt-hours, million",787
Kenya,2002,"Kilowatt-hours, million",386
Kenya,2001,"Kilowatt-hours, million",480
Kenya,2000,"Kilowatt-hours, million",429
Kenya,1999,"Kilowatt-hours, million",383
Kenya,1998,"Kilowatt-hours, million",387
Kenya,1997,"Kilowatt-hours, million",369
Kenya,1996,"Kilowatt-hours, million",392
Kenya,1995,"Kilowatt-hours, million",290
Kenya,1994,"Kilowatt-hours, million",261
Kenya,1993,"Kilowatt-hours, million",272
Kenya,1992,"Kilowatt-hours, million",272
Kenya,1991,"Kilowatt-hours, million",298
Kenya,1990,"Kilowatt-hours, million",336
Mexico,2019,"Kilowatt-hours, million",5351
Mexico,2018,"Kilowatt-hours, million",5375
Mexico,2017,"Kilowatt-hours, million",5945
Mexico,2016,"Kilowatt-hours, million",6148
Mexico,2015,"Kilowatt-hours, million",6331
Mexico,2014,"Kilowatt-hours, million",6000
Mexico,2013,"Kilowatt-hours, million",6070
Mexico,2012,"Kilowatt-hours, million",5817
Mexico,2011,"Kilowatt-hours, million",6507
Mexico,2010,"Kilowatt-hours, million",6618
Mexico,2009,"Kilowatt-hours, million",6740
Mexico,2008,"Kilowatt-hours, million",7056
Mexico,2007,"Kilowatt-hours, million",7404
Mexico,2006,"Kilowatt-hours, million",6685
Mexico,2005,"Kilowatt-hours, million",7299
Mexico,2004,"Kilowatt-hours, million",6577
Mexico,2003,"Kilowatt-hours, million",6282
Mexico,2002,"Kilowatt-hours, million",5398
Mexico,2001,"Kilowatt-hours, million",5567
Mexico,2000,"Kilowatt-hours, million",5901
Mexico,1999,"Kilowatt-hours, million",5623
Mexico,1998,"Kilowatt-hours, million",5657
Mexico,1997,"Kilowatt-hours, million",5466
Mexico,1996,"Kilowatt-hours, million",5729
Mexico,1995,"Kilowatt-hours, million",5669
Mexico,1994,"Kilowatt-hours, million",5598
Mexico,1993,"Kilowatt-hours, million",5877
Mexico,1992,"Kilowatt-hours, million",5804
Mexico,1991,"Kilowatt-hours, million",5435
Mexico,1990,"Kilowatt-hours, million",5124
New Zealand,2019,"Kilowatt-hours, million",8040.909
New Zealand,2018,"Kilowatt-hours, million",7976.377
New Zealand,2017,"Kilowatt-hours, million",8032.656
New Zealand,2016,"Kilowatt-hours, million",7996
New Zealand,2015,"Kilowatt-hours, million",8008
New Zealand,2014,"Kilowatt-hours, million",7426
New Zealand,2013,"Kilowatt-hours, million",6668
New Zealand,2012,"Kilowatt-hours, million",6322
New Zealand,2011,"Kilowatt-hours, million",6237
New Zealand,2010,"Kilowatt-hours, million",5892
New Zealand,2009,"Kilowatt-hours, million",4865
New Zealand,2008,"Kilowatt-hours, million",4204
New Zealand,2007,"Kilowatt-hours, million",3555
New Zealand,2006,"Kilowatt-hours, million",3368
New Zealand,2005,"Kilowatt-hours, million",3159
New Zealand,2004,"Kilowatt-hours, million",2789
New Zealand,2003,"Kilowatt-hours, million",2750
New Zealand,2002,"Kilowatt-hours, million",2814
New Zealand,2001,"Kilowatt-hours, million",2838
New Zealand,2000,"Kilowatt-hours, million",2922
New Zealand,1999,"Kilowatt-hours, million",2793
New Zealand,1998,"Kilowatt-hours, million",2529
New Zealand,1997,"Kilowatt-hours, million",2258
New Zealand,1996,"Kilowatt-hours, million",2161
New Zealand,1995,"Kilowatt-hours, million",2161
New Zealand,1994,"Kilowatt-hours, million",2227
New Zealand,1993,"Kilowatt-hours, million",2382
New Zealand,1992,"Kilowatt-hours, million",2259
New Zealand,1991,"Kilowatt-hours, million",2287
New Zealand,1990,"Kilowatt-hours, million",2131
Nicaragua,2019,"Kilowatt-hours, million",778.131
Nicaragua,2018,"Kilowatt-hours, million",801
Nicaragua,2017,"Kilowatt-hours, million",751
Nicaragua,2016,"Kilowatt-hours, million",706
Nicaragua,2015,"Kilowatt-hours, million",678
Nicaragua,2014,"Kilowatt-hours, million",662
Nicaragua,2013,"Kilowatt-hours, million",679
Nicaragua,2012,"Kilowatt-hours, million",523
Nicaragua,2011,"Kilowatt-hours, million",273
Nicaragua,2010,"Kilowatt-hours, million",302
Nicaragua,2009,"Kilowatt-hours, million",297
Nicaragua,2008,"Kilowatt-hours, million",322
Nicaragua,2007,"Kilowatt-hours, million",243
Nicaragua,2006,"Kilowatt-hours, million",311
Nicaragua,2005,"Kilowatt-hours, million",271
Nicaragua,2004,"Kilowatt-hours, million",255
Nicaragua,2003,"Kilowatt-hours, million",271
Nicaragua,2002,"Kilowatt-hours, million",210
Nicaragua,2001,"Kilowatt-hours, million",206
Nicaragua,2000,"Kilowatt-hours, million",134
Nicaragua,1999,"Kilowatt-hours, million",102
Nicaragua,1998,"Kilowatt-hours, million",121
Nicaragua,1997,"Kilowatt-hours, million",600
Nicaragua,1996,"Kilowatt-hours, million",600
Nicaragua,1995,"Kilowatt-hours, million",550
Nicaragua,1994,"Kilowatt-hours, million",515
Nicaragua,1993,"Kilowatt-hours, million",515
Nicaragua,1992,"Kilowatt-hours, million",468
Nicaragua,1991,"Kilowatt-hours, million",458
Nicaragua,1990,"Kilowatt-hours, million",386
Papua New Guinea,2020,"Kilowatt-hours, million",425
Papua New Guinea,2019,"Kilowatt-hours, million",444.444444
Papua New Guinea,2018,"Kilowatt-hours, million",422
Papua New Guinea,2017,"Kilowatt-hours, million",420
Papua New Guinea,2016,"Kilowatt-hours, million",420
Papua New Guinea,2015,"Kilowatt-hours, million",422
Papua New Guinea,2014,"Kilowatt-hours, million",422
Papua New Guinea,2013,"Kilowatt-hours, million",422
Papua New Guinea,2012,"Kilowatt-hours, million",422
Papua New Guinea,2011,"Kilowatt-hours, million",422
Papua New Guinea,2010,"Kilowatt-hours, million",422
Papua New Guinea,2009,"Kilowatt-hours, million",422
Papua New Guinea,2008,"Kilowatt-hours, million",422
Papua New Guinea,2007,"Kilowatt-hours, million",422
Papua New Guinea,2006,"Kilowatt-hours, million",227
Papua New Guinea,2005,"Kilowatt-hours, million",132
Philippines,2020,"Kilowatt-hours, million",10756.8
Philippines,2019,"Kilowatt-hours, million",10690.8
Philippines,2018,"Kilowatt-hours, million",10435.3
Philippines,2017,"Kilowatt-hours, million",10270.1
Philippines,2016,"Kilowatt-hours, million",11070.4
Philippines,2015,"Kilowatt-hours, million",11043.7
Philippines,2014,"Kilowatt-hours, million",10308.1
Philippines,2013,"Kilowatt-hours, million",9604.6
Philippines,2012,"Kilowatt-hours, million",10250
Philippines,2011,"Kilowatt-hours, million",9942.3
Philippines,2010,"Kilowatt-hours, million",9929.2
Philippines,2009,"Kilowatt-hours, million",10323.8
Philippines,2008,"Kilowatt-hours, million",10722.7797
Philippines,2007,"Kilowatt-hours, million",10214.6884
Philippines,2006,"Kilowatt-hours, million",10465
Philippines,2005,"Kilowatt-hours, million",9902
Philippines,2004,"Kilowatt-hours, million",10282
Philippines,2003,"Kilowatt-hours, million",9822
Philippines,2002,"Kilowatt-hours, million",10242
Philippines,2001,"Kilowatt-hours, million",10442
Philippines,2000,"Kilowatt-hours, million",11626
Philippines,1999,"Kilowatt-hours, million",10594
Philippines,1998,"Kilowatt-hours, million",8914
Philippines,1997,"Kilowatt-hours, million",7237
Philippines,1996,"Kilowatt-hours, million",6534
Philippines,1995,"Kilowatt-hours, million",6135
Philippines,1994,"Kilowatt-hours, million",6320
Philippines,1993,"Kilowatt-hours, million",5668
Philippines,1992,"Kilowatt-hours, million",5700
Philippines,1991,"Kilowatt-hours, million",5757
Philippines,1990,"Kilowatt-hours, million",5466
Portugal,2019,"Kilowatt-hours, million",215.36
Portugal,2018,"Kilowatt-hours, million",230.387
Portugal,2017,"Kilowatt-hours, million",216.659
Portugal,2016,"Kilowatt-hours, million",172
Portugal,2015,"Kilowatt-hours, million",204
Portugal,2014,"Kilowatt-hours, million",205
Portugal,2013,"Kilowatt-hours, million",197
Portugal,2012,"Kilowatt-hours, million",146
Portugal,2011,"Kilowatt-hours, million",210
Portugal,2010,"Kilowatt-hours, million",197
Portugal,2009,"Kilowatt-hours, million",184
Portugal,2008,"Kilowatt-hours, million",192
Portugal,2007,"Kilowatt-hours, million",201
Portugal,2006,"Kilowatt-hours, million",85
Portugal,2005,"Kilowatt-hours, million",71
Portugal,2004,"Kilowatt-hours, million",84
Portugal,2003,"Kilowatt-hours, million",90
Portugal,2002,"Kilowatt-hours, million",96
Portugal,2001,"Kilowatt-hours, million",105
Portugal,2000,"Kilowatt-hours, million",80
Portugal,1999,"Kilowatt-hours, million",80
Portugal,1998,"Kilowatt-hours, million",58
Portugal,1997,"Kilowatt-hours, million",51
Portugal,1996,"Kilowatt-hours, million",49
Portugal,1995,"Kilowatt-hours, million",42
Portugal,1994,"Kilowatt-hours, million",33
Portugal,1993,"Kilowatt-hours, million",4
Portugal,1992,"Kilowatt-hours, million",5
Portugal,1991,"Kilowatt-hours, million",5
Portugal,1990,"Kilowatt-hours, million",4
Russia,2019,"Kilowatt-hours, million",432.676
Russia,2018,"Kilowatt-hours, million",426.343
Russia,2017,"Kilowatt-hours, million",434.952
Russia,2016,"Kilowatt-hours, million",446
Russia,2015,"Kilowatt-hours, million",457
Russia,2014,"Kilowatt-hours, million",455
Russia,2013,"Kilowatt-hours, million",444
Russia,2012,"Kilowatt-hours, million",477
Russia,2011,"Kilowatt-hours, million",522
Russia,2010,"Kilowatt-hours, million",505
Russia,2009,"Kilowatt-hours, million",464
Russia,2008,"Kilowatt-hours, million",465
Russia,2007,"Kilowatt-hours, million",485
Russia,2006,"Kilowatt-hours, million",463
Russia,2005,"Kilowatt-hours, million",410
Russia,2004,"Kilowatt-hours, million",403
Russia,2003,"Kilowatt-hours, million",324
Russia,2002,"Kilowatt-hours, million",156
Russia,2001,"Kilowatt-hours, million",91
Russia,2000,"Kilowatt-hours, million",58
Russia,1999,"Kilowatt-hours, million",28
Russia,1998,"Kilowatt-hours, million",30
Russia,1997,"Kilowatt-hours, million",29
Russia,1996,"Kilowatt-hours, million",28
Russia,1995,"Kilowatt-hours, million",30
Russia,1994,"Kilowatt-hours, million",31
Russia,1993,"Kilowatt-hours, million",28
Russia,1992,"Kilowatt-hours, million",29
Thailand,2019,"Kilowatt-hours, million",1.3
Thailand,2018,"Kilowatt-hours, million",1.4
Thailand,2017,"Kilowatt-hours, million",1.5
Thailand,2016,"Kilowatt-hours, million",1
Thailand,2015,"Kilowatt-hours, million",1
Thailand,2014,"Kilowatt-hours, million",1
Thailand,2013,"Kilowatt-hours, million",1
Thailand,2012,"Kilowatt-hours, million",1
Thailand,2011,"Kilowatt-hours, million",1
Thailand,2010,"Kilowatt-hours, million",2
Thailand,2009,"Kilowatt-hours, million",2
Thailand,2008,"Kilowatt-hours, million",2
Thailand,2007,"Kilowatt-hours, million",2
Thailand,2006,"Kilowatt-hours, million",1.7
